question
"What is the latest known price of the Enclosed Field with Ploughman, by Vincent van Gogh, in United States dollars?"
"What is the latest known price of the Portrait of Frederikke Tuxen, by Peder Severin Krøyer, in pound sterlings?"
"What is the latest known price of the Autograph suit of Sandy Powell, by Sandy Powell, in pound sterlings?"
"What is the latest known price of the Reclining nude (on the left side) (Amedeo Modigliani), by Amedeo Modigliani, in United States dollars?"
"What is the latest known price of the Willows by Høje Taastrup village, Denmark, by Laurits Andersen Ring, in Danish krones?"
"What is the latest known price of the Number 17A, by Jackson Pollock, in United States dollars?"
"What is the latest known price of the Day Dream, by Andrew Wyeth, in United States dollars?"
"What is the latest known price of the Boy and Dog in a Johnnypump, by Jean-Michel Basquiat, in United States dollars?"
"What is the latest known price of the View through a Door to Running Figures, by Christoffer Wilhelm Eckersberg, in Danish krones?"
"What is the latest known price of the Prague - View from the Monastery of the Kinghts of the cross with red star, by Oskar Kokoschka, in Czech korunas?"
"What is the latest known price of the Aspects of Time (Santomaso), by Giuseppe Santomaso, in Euros?"
"What is the latest known price of the Norwegian Landscape, by Hans Gude, in Norwegian krones?"
"What is the latest known price of the Marie in the garden, by Peder Severin Krøyer, in pound sterlings?"
"What is the latest known price of the Portrait of the artist as Mars, by Gian Lorenzo Bernini, in pound sterlings?"
"What is the latest known price of the Red Rooves of L'Estaque, by Paul Cézanne, in United States dollars?"
"What is the latest known price of the Les Distractions de Dagobert, by Leonora Carrington, in United States dollars?"
"What is the latest known price of the Marquis de Lafayette, by Samuel Finley Breese Morse, in United States dollars?"
"What is the latest known price of the Sleeping, by Toyen, in Czech korunas?"
"What is the latest known price of the Madonna of the Magnificat, by Sandro Botticelli, in United States dollars?"
"What is the latest known price of the Mirage, by Toyen, in Czech korunas?"
"What is the latest known price of the Rejected, by Tom Roberts, in pound sterlings?"
"What is the latest known price of the Ritratto di donna orientale, by Vincenzo Cinque, in Euros?"
"What is the latest known price of the Young Man at His Window, by Gustave Caillebotte, in United States dollars?"
"What is the latest known price of the Le bassin d'Argenteuil, by Claude Monet, in United States dollars?"
"What is the latest known price of the Water Serpents II, by Gustav Klimt, in United States dollars?"
"What is the latest known price of the Portrait of a woman in a red skirt, by Lorenz Frølich, in Danish krones?"
"What is the latest known price of the Abraham Lincoln: The Hoosier Youth, by Paul Manship, in United States dollars?"
"What is the latest known price of the ""Kabyle woman from Algeria"" and ""Janissary of Sultan Mahmud II"", by Emile Guillemin, in United States dollars?"
"What is the latest known price of the Headless, by Luciano Andreani, in Swiss francs?"
"What is the latest known price of the Young Man with Cornflower, by Vincent van Gogh, in United States dollars?"
"What is the latest known price of the Giant Fruit Loop, by MSCHF, in United States dollars?"
"What is the latest known price of the Caricature of a man pointing with his left arm, by Gian Lorenzo Bernini, in pound sterlings?"
"What is the latest known price of the Interchange, by Willem de Kooning, in United States dollars?"
"What is the latest known price of the Landscape with Olive Tree and Mountains in the Background, by Vincent van Gogh, in United States dollars?"
"What is the latest known price of the Depositing of John Bellini’s Three Pictures in La Chiesa Redentore, Venice, by J. M. W. Turner, in United States dollars?"
"What is the latest known price of the Birch Forest, by Gustav Klimt, in United States dollars?"
"What is the latest known price of the Skagen Heath near Brovandene, by Peder Severin Krøyer, in Danish krones?"
"What is the latest known price of the The Vegetable Seller at Cork, by Beatrice Gubbins, in Euros?"
"What is the latest known price of the Spring landscape with light green fields; small pond and to the right Mogenstrup, by Laurits Andersen Ring, in Danish krones?"
"What is the latest known price of the Odalisque, by Henri Matisse, in United States dollars?"
"What is the latest known price of the Garçon à la pipe, by Pablo Picasso, in United States dollars?"
"What is the latest known price of the Number 31, by Jackson Pollock, in United States dollars?"
"What is the latest known price of the The King's birthday. The Royal Guard in red gala in Østergade, by Paul Gustav Fischer, in Danish krones?"
"What is the latest known price of the Study of a Man, by Gian Lorenzo Bernini, in Euros?"
"What is the latest known price of the Large Interior, W11 (after Watteau), by Lucian Freud, in United States dollars?"
"What is the latest known price of the North Central South Spring Garden, by Nguyễn Gia Trí, in United States dollars?"
"What is the latest known price of the Kreiselbär, by Housi Knecht, in Swiss francs?"
"What is the latest known price of the Divertimento II, by František Kupka, in Czech korunas?"
"What is the latest known price of the Rodolfo Pizarro, by Enrique Enn, in United States dollars?"
"What is the latest known price of the Bal du moulin de la Galette, by Pierre-Auguste Renoir, in United States dollars?"
"What is the latest known price of the Contrast of Forms, by Fernand Léger, in United States dollars?"
"What is the latest known price of the I am, by Salvatore Garau, in United States dollars?"
"What is the latest known price of the The Virgin, by Gustav Klimt, in Austro-Hungarian krones?"
"What is the latest known price of the Portrait of Pope Gregory XIII, bust-length, by Scipione Pulzone, in United States dollars?"
"What is the latest known price of the Cirkus Simonette, by Jindřich Štyrský, in Czech korunas?"
"What is the latest known price of the Peasant Woman, by Abram Arkhipov, in pound sterlings?"
"What is the latest known price of the Ginevra de' Benci, by Leonardo da Vinci, in United States dollars?"
"What is the latest known price of the Orchard with Peach Trees in Blossom, by Vincent van Gogh, in United States dollars?"
"What is the latest known price of the Everydays: the First 5000 Days, by Mike Winkelmann, in United States dollars?"
"What is the latest known price of the Portrait of Alexander VII Chigi, by Pier Francesco Mola, in Euros?"
"What is the latest known price of the Head III, by Francis Bacon, in pound sterlings?"
"What is the latest known price of the Oarsman in a Top Hat, by Gustave Caillebotte, in Euros?"
"What is the latest known price of the Young Girl with a Flower Basket, by Pablo Picasso, in United States dollars?"
"What is the latest known price of the Les Poseuses, small version, by Georges Seurat, in United States dollars?"
"What is the latest known price of the Concarneau. Calme du Matin. Op. 219 (Larghetto), by Paul Signac, in United States dollars?"
"What is the latest known price of the No. 7, by Mark Rothko, in United States dollars?"
"What was the year of publication of the literary work The Danube Pilot, by Jules Verne?"
"What was the year of publication of the literary work The Inheritance of Rome, by Chris Wickham?"
"What was the year of publication of the literary work World Brain, by H. G. Wells?"
"What was the year of publication of the literary work Charlotte's Web, by E. B. White?"
"What was the year of publication of the literary work One Day, by David Nicholls?"
"What was the year of publication of the literary work Heretics of Dune, by Frank Herbert?"
"What was the year of publication of the literary work The Secret of Terror Castle, by Robert Arthur Jr.?"
"What was the year of publication of the literary work The Calculators' Key to Arithmetic, by Jamshīd al-Kāshī?"
"What was the year of publication of the literary work Trishanku, by Sachchidananda Vatsyayan?"
"What was the year of publication of the literary work When Harry Became Sally: Responding to the Transgender Moment, by Ryan T. Anderson?"
"What was the year of publication of the literary work Cymeriadau, by T. Gwynn Jones?"
"What was the year of publication of the literary work The Bull's Hour, by Ivan Yefremov?"
"What was the year of publication of the literary work Amoenitatum exoticarum, by Engelbert Kaempfer?"
"What was the year of publication of the literary work The Neverending Story, by Michael Ende?"
"What was the year of publication of the literary work Ludicrous: The Unvarnished Story of Tesla Motors, by Edward Niedermeyer?"
"What was the year of publication of the literary work Letters to a German Princess, by Leonhard Euler?"
"What was the year of publication of the literary work The Way of All Flesh, by Samuel Butler?"
"What was the year of publication of the literary work The Dark Tower V: Wolves of the Calla, by Stephen King?"
"What was the year of publication of the literary work Windmills of the Gods, by Sidney Sheldon?"
"What was the year of publication of the literary work Tarun Tapasi, by Lekhnath Paudyal?"
"What was the year of publication of the literary work The Casual Vacancy, by J. K. Rowling?"
"What was the year of publication of the literary work Nineteen Eighty-Four, by George Orwell?"
"What was the year of publication of the literary work Boy Scouts and What They Do, by Robert Baden-Powell, 1st Baron Baden-Powell?"
"What was the year of publication of the literary work A Dance with Dragons, by George R. R. Martin?"
"What was the year of publication of the literary work The Shockwave Rider, by John Brunner?"
"What was the year of publication of the literary work Prachum Chotmaihet Samai Ayutthaya, by Office of the Prime Minister?"
"What was the year of publication of the literary work You Just Don't Understand, by Deborah Tannen?"
"What was the year of publication of the literary work 1001 Albums You Must Hear Before You Die, by Robert Dimery?"
"What was the year of publication of the literary work The Twelve Chairs, by Ilf and Petrov?"
"What was the year of publication of the literary work The Robber Bride, by Margaret Atwood?"
"What was the year of publication of the literary work Harry Potter and the Half-Blood Prince, by J. K. Rowling?"
"What was the year of publication of the literary work Charlie and the Chocolate Factory, by Roald Dahl?"
"What was the year of publication of the literary work Rabbit, Run, by John Updike?"
"What was the year of publication of the literary work Tender Is the Night, by F. Scott Fitzgerald?"
"What was the year of publication of the literary work The Reader, by Bernhard Schlink?"
"What was the year of publication of the literary work Perfume, by Patrick Süskind?"
"What was the year of publication of the literary work La revolución imposible, by Alfonso Lessa?"
"What was the year of publication of the literary work Mostly Harmless, by Q42?"
"What was the year of publication of the literary work Mythologia Fennica, by Cristfried Ganander?"
"What was the year of publication of the literary work Farmer Giles of Ham, by J. R. R. Tolkien?"
"What was the year of publication of the literary work History of Northern Dynasties, by Li Yanshou?"
"What was the year of publication of the literary work To Kill a Mockingbird, by Harper Lee?"
"What was the year of publication of the literary work A Shameful Act, by Taner Akçam?"
"What was the year of publication of the literary work The Story of Prague, by Count Francis Lützow?"
"What was the year of publication of the literary work Buchmendel, by Stefan Zweig?"
"What was the year of publication of the literary work Atlas des Géographes d'Orbæ, by François Place?"
"What was the year of publication of the literary work Darkness at Noon, by Arthur Koestler?"
"What was the year of publication of the literary work Ainulindalë, by J. R. R. Tolkien?"
"What was the year of publication of the literary work Islam and Modernism (book), by Muhammad Taqi Usmani?"
"What was the year of publication of the literary work Different Seasons, by Stephen King?"
"What was the year of publication of the literary work Neverwhere, by Neil Gaiman?"
"What was the year of publication of the literary work Emily of New Moon, by Lucy Maud Montgomery?"
"What was the year of publication of the literary work Tableau politique de la France de l’Ouest sous la Troisième République, by André Siegfried?"
"What was the year of publication of the literary work A History of the English-Speaking Peoples, by Winston Churchill?"
"What was the year of publication of the literary work Cat's Cradle, by Kurt Vonnegut?"
"What was the year of publication of the literary work The Friend, by Sigrid Nunez?"
"What was the year of publication of the literary work Sophie's World, by Jostein Gaarder?"
"What was the year of publication of the literary work The Spy Who Came in from the Cold, by John le Carré?"
"What was the year of publication of the literary work Christus Victor, by Gustaf Aulén?"
"What was the year of publication of the literary work Modiaain, by B. P. Koirala?"
"What was the year of publication of the literary work Dune: The Machine Crusade, by Kevin J. Anderson?"
"What was the year of publication of the literary work Harry Potter and the Prisoner of Azkaban, by J. K. Rowling?"
"What was the year of publication of the literary work The Name of the Rose, by Umberto Eco?"
"What was the year of publication of the literary work The Great Gatsby, by F. Scott Fitzgerald?"
"What was the year of publication of the literary work Steppenwolf, by Hermann Hesse?"
"What was the year of publication of the literary work The Silmarillion, by J. R. R. Tolkien?"
"What was the year of publication of the literary work The Black Cloud, by Fred Hoyle?"
"What was the year of publication of the literary work All the Pretty Horses, by Cormac McCarthy?"
"What was the year of publication of the literary work The Just Assassins, by Albert Camus?"
"What was the year of publication of the literary work Christine, by Stephen King?"
"What was the year of publication of the literary work Grimus, by Salman Rushdie?"
"What was the year of publication of the literary work How the Steel Was Tempered, by Nikolai Ostrovsky?"
"What was the year of publication of the literary work A Prayer for Owen Meany, by John Irving?"
"What was the year of publication of the literary work Falconer, by John Cheever?"
"What was the year of publication of the literary work Tomorrow, When the War Began, by John Marsden?"
"What was the year of publication of the literary work A Pocket Full of Rye, by Agatha Christie?"
"What was the year of publication of the literary work Hannibal Rising, by Thomas Harris?"
"What was the year of publication of the literary work Ḥuqūq bigīrān-i Ingilīs dar Īrān, by Esmail Raeen?"
"What was the year of publication of the literary work God Emperor of Dune, by Frank Herbert?"
"What was the year of publication of the literary work The Warlock: The Secrets of the Immortal Nicholas Flamel, by Michael Scott?"
"What was the year of publication of the literary work A Maze of Death, by Philip K. Dick?"
"What was the year of publication of the literary work The Da Vinci Code, by Dan Brown?"
"What was the year of publication of the literary work 2061: Odyssey Three, by Arthur C. Clarke?"
"What was the year of publication of the literary work The Hound of the Baskervilles, by Arthur Conan Doyle?"
"What was the year of publication of the literary work Not a River, by Selva Almada?"
"What was the year of publication of the literary work The Return of the King, by J. R. R. Tolkien?"
"What was the year of publication of the literary work Sun and Shadow, by Åke Edwardson?"
"What was the year of publication of the literary work The Colour of Magic, by Terry Pratchett?"
"What was the year of publication of the literary work The Long Walk, by Stephen King?"
"What was the year of publication of the literary work Fighting for Space, by Amy Shira Teitel?"
"What was the year of publication of the literary work The Giver, by Lois Lowry?"
"What was the year of publication of the literary work The New England Primer, by Benjamin Harris?"
"What was the year of publication of the literary work Shenei luhot haberit, by Isaiah Horowitz?"
"What was the year of publication of the literary work The Magic Mountain, by Thomas Mann?"
"What was the year of publication of the literary work The Cloven Viscount, by Italo Calvino?"
"What was the year of publication of the literary work From Darwin to Hitler, by Richard Weikart?"
"What was the year of publication of the literary work The Prison Diary of Ho Chi Minh, by Ho Chi Minh?"
"What was the year of publication of the literary work The Mother, by Maxim Gorky?"
"What was the year of publication of the literary work Underground, by Haruki Murakami?"
"What was the year of publication of the literary work Fundamento de Esperanto, by L. L. Zamenhof?"
"What was the year of publication of the literary work Across the River and into the Trees, by Ernest Hemingway?"
"What was the year of publication of the literary work The Plague, by Albert Camus?"
"What was the year of publication of the literary work The Lathe of Heaven, by Ursula K. Le Guin?"
"What was the year of publication of the literary work Where the Wild Things Are, by Maurice Sendak?"
"What was the year of publication of the literary work Leaf by Niggle, by J. R. R. Tolkien?"
"What was the year of publication of the literary work Dumb Witness, by Agatha Christie?"
"What was the year of publication of the literary work Securing Sex: Morality and Repression in the Making of Cold War Brazil, by Benjamin Cowan?"
"What was the year of publication of the literary work The Salmon of Doubt, by Q42?"
"What was the year of publication of the literary work Tesoro de la lengua guaraní, by Antonio Ruiz de Montoya?"
"What was the year of publication of the literary work A Fine Balance, by Rohinton Mistry?"
"What was the year of publication of the literary work The Horse and His Boy, by C. S. Lewis?"
"What was the year of publication of the literary work Vemana, by Rallapalli Anantha Krishna Sharma?"
"What was the year of publication of the literary work Sons and Lovers, by D. H. Lawrence?"
"What was the year of publication of the literary work Dark Night of the Soul, by John of the Cross?"
"What was the year of publication of the literary work Simulacron-3, by Daniel F. Galouye?"
"What was the year of publication of the literary work The Cares of a Family Man, by Franz Kafka?"
"What was the year of publication of the literary work A Room with a View, by E. M. Forster?"
"What was the year of publication of the literary work Moses Final Oration, by Micah Goodman?"
"What was the year of publication of the literary work Germany Must Perish!, by Theodore Newman Kaufman?"
"What was the year of publication of the literary work Die Vereinigten Staaten von Gross-Österreich, by Aurel Popovici?"
"What was the year of publication of the literary work The Alternative Hypothesis, by Éric-Emmanuel Schmitt?"
"What was the year of publication of the literary work The Hornworm, by Edogawa Ranpo?"
"What was the year of publication of the literary work The Solitude of Prime Numbers, by Paolo Giordano?"
"What was the year of publication of the literary work Life, the Universe and Everything, by Q42?"
"What was the year of publication of the literary work The Boss of Wind River, by Arthur Murray Chisholm?"
"What was the year of publication of the literary work To a God Unknown, by John Steinbeck?"
"What was the year of publication of the literary work The Children of Húrin, by J. R. R. Tolkien?"
"What was the year of publication of the literary work Warm Bodies, by Isaac Marion?"
"What was the year of publication of the literary work Jinja Kakuroku, by Suzuka Tsuratane?"
"What was the year of publication of the literary work Dona Flor and Her Two Husbands, by Jorge Amado?"
"What was the year of publication of the literary work The Monkey, by Stephen King?"
"What was the year of publication of the literary work The Loser, by Thomas Bernhard?"
"What was the year of publication of the literary work Pebble in the Sky, by Isaac Asimov?"
"What was the year of publication of the literary work Letter to His Father, by Franz Kafka?"
"What was the year of publication of the literary work Dune: The Butlerian Jihad, by Brian Herbert?"
"What was the year of publication of the literary work Hunters of Dune, by Brian Herbert?"
"What was the year of publication of the literary work Zhongguo renming dacidian, by Zang Lihe?"
"What was the year of publication of the literary work The Breasts of Tiresias, by Guillaume Apollinaire?"
"What was the year of publication of the literary work Of the Rings of Power and the Third Age, by J. R. R. Tolkien?"
"What was the year of publication of the literary work The Corrections, by Jonathan Franzen?"
"What was the year of publication of the literary work Before the Law, by Franz Kafka?"
"What was the year of publication of the literary work The Legend of the Holy Drinker, by Joseph Roth?"
"What was the year of publication of the literary work Old Masters, by Thomas Bernhard?"
"What was the year of publication of the literary work Moi les hommes, je les déteste, by Pauline Harmange?"
"What was the year of publication of the literary work Anthology of Petty Matters in Qing, by Xu Ke?"
"What was the year of publication of the literary work The Unnamable, by Samuel Beckett?"
"What was the year of publication of the literary work All Men Are Mortal, by Simone de Beauvoir?"
"What was the year of publication of the literary work The Death Ship, by B. Traven?"
"What was the year of publication of the literary work Eromanga hyougenshi, by Rito Kimi?"
"What was the year of publication of the literary work Foundation's Fear, by Gregory Benford?"
"What was the year of publication of the literary work The Shack, by William P. Young?"
