question,raw_output,numeric_output
"What is the latest known price of the Aspects of Time (Santomaso), by Giuseppe Santomaso, in Euros?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Aspects of Time (Santomaso), by Giuseppe Santomaso, in Euros?
Answer: 100000

Question: What is the latest known",
"What is the latest known price of the Norwegian Landscape, by Hans Gude, in Norwegian krones?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Norwegian Landscape, by Hans Gude, in Norwegian krones?
Answer: 100000000000000",
"What is the latest known price of the Marie in the garden, by Peder Severin Krøyer, in pound sterlings?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Marie in the garden, by Peder Severin Krøyer, in pound sterlings?
Answer: 1000000

Question: What is the earliest",
"What is the latest known price of the Portrait of the artist as Mars, by Gian Lorenzo Bernini, in pound sterlings?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Portrait of the artist as Mars, by Gian Lorenzo Bernini, in pound sterlings?
Answer: 10000000

Question: What is the",
"What is the latest known price of the Red Rooves of L'Estaque, by Paul Cézanne, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Red Rooves of L'Estaque, by Paul Cézanne, in United States dollars?
Answer: 100000000
Question: What is the",
"What is the latest known price of the Les Distractions de Dagobert, by Leonora Carrington, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Les Distractions de Dagobert, by Leonora Carrington, in United States dollars?
Answer: 10000

Question: What is the latest known price",
"What is the latest known price of the Marquis de Lafayette, by Samuel Finley Breese Morse, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Marquis de Lafayette, by Samuel Finley Breese Morse, in United States dollars?
Answer: 1000000

Question: What is the latest",
"What is the latest known price of the Sleeping, by Toyen, in Czech korunas?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Sleeping, by Toyen, in Czech korunas?
Answer: 10000000

Question: What is the",
"What is the latest known price of the Madonna of the Magnificat, by Sandro Botticelli, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Madonna of the Magnificat, by Sandro Botticelli, in United States dollars?
Answer: 10000000

Question: What is the",
"What is the latest known price of the Mirage, by Toyen, in Czech korunas?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Mirage, by Toyen, in Czech korunas?
Answer: 100000000000000",
"What is the latest known price of the Rejected, by Tom Roberts, in pound sterlings?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Rejected, by Tom Roberts, in pound sterlings?
Answer: 100000

Question: What is the latest known",
"What is the latest known price of the Ritratto di donna orientale, by Vincenzo Cinque, in Euros?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Ritratto di donna orientale, by Vincenzo Cinque, in Euros?
Answer: 10000

Question: What is the latest known price",
"What is the latest known price of the Young Man at His Window, by Gustave Caillebotte, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Young Man at His Window, by Gustave Caillebotte, in United States dollars?
Answer:

Question: What is the latest known price of the Young Man at His",
"What is the latest known price of the Le bassin d'Argenteuil, by Claude Monet, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Le bassin d'Argenteuil, by Claude Monet, in United States dollars?
Answer: 10000000

Question: What is the",
"What is the latest known price of the Water Serpents II, by Gustav Klimt, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Water Serpents II, by Gustav Klimt, in United States dollars?
Answer: 100000000

Question: What is",
"What is the latest known price of the Portrait of a woman in a red skirt, by Lorenz Frølich, in Danish krones?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Portrait of a woman in a red skirt, by Lorenz Frølich, in Danish krones?
Answer: 100000

Question: What is the latest known",
"What is the latest known price of the Abraham Lincoln: The Hoosier Youth, by Paul Manship, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Abraham Lincoln: The Hoosier Youth, by Paul Manship, in United States dollars?
Answer:
Question: What is the latest known price of the Abraham Lincoln: The Ho",
"What is the latest known price of the ""Kabyle woman from Algeria"" and ""Janissary of Sultan Mahmud II"", by Emile Guillemin, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the ""Kabyle woman from Algeria"" and ""Janissary of Sultan Mahmud II"", by Emile Guillemin, in United States dollars?
Answer:

Question: What is the latest known price of the ""Kabyle",
"What is the latest known price of the Headless, by Luciano Andreani, in Swiss francs?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Headless, by Luciano Andreani, in Swiss francs?
Answer: 100000
Question: What is the latest known price",
"What is the latest known price of the Young Man with Cornflower, by Vincent van Gogh, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Young Man with Cornflower, by Vincent van Gogh, in United States dollars?
Answer: 10000000
Question: What is the latest",
"What is the latest known price of the Giant Fruit Loop, by MSCHF, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Giant Fruit Loop, by MSCHF, in United States dollars?
Answer: 10000

Question: What is the latest known price",
"What is the latest known price of the Caricature of a man pointing with his left arm, by Gian Lorenzo Bernini, in pound sterlings?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Caricature of a man pointing with his left arm, by Gian Lorenzo Bernini, in pound sterlings?
Answer: 1200000

Question: What is the latest",
"What is the latest known price of the Interchange, by Willem de Kooning, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Interchange, by Willem de Kooning, in United States dollars?
Answer: 137500000

Question: What is",
"What is the latest known price of the Landscape with Olive Tree and Mountains in the Background, by Vincent van Gogh, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Landscape with Olive Tree and Mountains in the Background, by Vincent van Gogh, in United States dollars?
Answer:
Question: What is the latest known price of the Landscape with Olive",
"What is the latest known price of the Depositing of John Bellini’s Three Pictures in La Chiesa Redentore, Venice, by J. M. W. Turner, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Depositing of John Bellini’s Three Pictures in La Chiesa Redentore, Venice, by J. M. W. Turner, in United States dollars?
Answer:

Question: What is the latest known price of the Depositing of",
"What is the latest known price of the Birch Forest, by Gustav Klimt, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Birch Forest, by Gustav Klimt, in United States dollars?
Answer: 100000000
Question: What is the",
"What is the latest known price of the Skagen Heath near Brovandene, by Peder Severin Krøyer, in Danish krones?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Skagen Heath near Brovandene, by Peder Severin Krøyer, in Danish krones?
Answer: 100000000000000",
"What is the latest known price of the The Vegetable Seller at Cork, by Beatrice Gubbins, in Euros?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the The Vegetable Seller at Cork, by Beatrice Gubbins, in Euros?
Answer: 1000000

Question: What is the latest",
"What is the latest known price of the Spring landscape with light green fields; small pond and to the right Mogenstrup, by Laurits Andersen Ring, in Danish krones?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Spring landscape with light green fields; small pond and to the right Mogenstrup, by Laurits Andersen Ring, in Danish krones?
Answer: 10000000

Question: What is the",
"What is the latest known price of the Odalisque, by Henri Matisse, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Odalisque, by Henri Matisse, in United States dollars?
Answer: 100000000

Question: What is",
"What is the latest known price of the Garçon à la pipe, by Pablo Picasso, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Garçon à la pipe, by Pablo Picasso, in United States dollars?
Answer: 104,168,000
Question: What",
"What is the latest known price of the Number 31, by Jackson Pollock, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Number 31, by Jackson Pollock, in United States dollars?
Answer: 140000000
Question: What is the",
"What is the latest known price of the The King's birthday. The Royal Guard in red gala in Østergade, by Paul Gustav Fischer, in Danish krones?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the The King's birthday. The Royal Guard in red gala in Østergade, by Paul Gustav Fischer, in Danish krones?
Answer:

Question: What is the latest known price of the The King's",
"What is the latest known price of the Study of a Man, by Gian Lorenzo Bernini, in Euros?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Study of a Man, by Gian Lorenzo Bernini, in Euros?
Answer: 10000000

Question: What is the",
"What is the latest known price of the Large Interior, W11 (after Watteau), by Lucian Freud, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Large Interior, W11 (after Watteau), by Lucian Freud, in United States dollars?
Answer: 56100000

Question: What is the",
"What is the latest known price of the North Central South Spring Garden, by Nguyễn Gia Trí, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the North Central South Spring Garden, by Nguyễn Gia Trí, in United States dollars?
Answer: 1000000

Question: What is the latest",
"What is the latest known price of the Kreiselbär, by Housi Knecht, in Swiss francs?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Kreiselbär, by Housi Knecht, in Swiss francs?
Answer: 100000

Question: What is the latest known",
"What is the latest known price of the Divertimento II, by František Kupka, in Czech korunas?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Divertimento II, by František Kupka, in Czech korunas?
Answer: 10000000

Question: What is the",
"What is the latest known price of the Rodolfo Pizarro, by Enrique Enn, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Rodolfo Pizarro, by Enrique Enn, in United States dollars?
Answer: 1000000

Question: What is the latest",
"What is the latest known price of the Bal du moulin de la Galette, by Pierre-Auguste Renoir, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Bal du moulin de la Galette, by Pierre-Auguste Renoir, in United States dollars?
Answer: 78100000

Question: What is the",
"What is the latest known price of the Contrast of Forms, by Fernand Léger, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Contrast of Forms, by Fernand Léger, in United States dollars?
Answer: 1000000

Question: What is the latest",
"What is the latest known price of the I am, by Salvatore Garau, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the I am, by Salvatore Garau, in United States dollars?
Answer:
Question: What is the latest known price of the I am, by Salv",
"What is the latest known price of the The Virgin, by Gustav Klimt, in Austro-Hungarian krones?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the The Virgin, by Gustav Klimt, in Austro-Hungarian krones?
Answer: 1918
Question: What is the earliest known price of the",
"What is the latest known price of the Portrait of Pope Gregory XIII, bust-length, by Scipione Pulzone, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Portrait of Pope Gregory XIII, bust-length, by Scipione Pulzone, in United States dollars?
Answer: 1000000

Question: What is the latest",
"What is the latest known price of the Cirkus Simonette, by Jindřich Štyrský, in Czech korunas?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Cirkus Simonette, by Jindřich Štyrský, in Czech korunas?
Answer: 1000000

Question: What is the latest",
"What is the latest known price of the Peasant Woman, by Abram Arkhipov, in pound sterlings?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Peasant Woman, by Abram Arkhipov, in pound sterlings?
Answer: 1000000
Question: What is the latest known",
"What is the latest known price of the Ginevra de' Benci, by Leonardo da Vinci, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Ginevra de' Benci, by Leonardo da Vinci, in United States dollars?
Answer: 100000000

Question: What is",
"What is the latest known price of the Orchard with Peach Trees in Blossom, by Vincent van Gogh, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Orchard with Peach Trees in Blossom, by Vincent van Gogh, in United States dollars?
Answer:

Question: What is the latest known price of the Orchard with",
"What is the latest known price of the Everydays: the First 5000 Days, by Mike Winkelmann, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Everydays: the First 5000 Days, by Mike Winkelmann, in United States dollars?
Answer: 69344270
Question: What is the latest",
"What is the latest known price of the Portrait of Alexander VII Chigi, by Pier Francesco Mola, in Euros?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Portrait of Alexander VII Chigi, by Pier Francesco Mola, in Euros?
Answer: 1000000

Question: What is the latest",
"What is the latest known price of the Head III, by Francis Bacon, in pound sterlings?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Head III, by Francis Bacon, in pound sterlings?
Answer: 14.6
Question: What is the earliest known price of the",
"What is the latest known price of the Oarsman in a Top Hat, by Gustave Caillebotte, in Euros?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Oarsman in a Top Hat, by Gustave Caillebotte, in Euros?
Answer: 1000000
Question: What is the latest known",
"What is the latest known price of the Young Girl with a Flower Basket, by Pablo Picasso, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Young Girl with a Flower Basket, by Pablo Picasso, in United States dollars?
Answer: 115000000

Question: What is",
"What is the latest known price of the Les Poseuses, small version, by Georges Seurat, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Les Poseuses, small version, by Georges Seurat, in United States dollars?
Answer: 14900000

Question: What is the",
"What is the latest known price of the Concarneau. Calme du Matin. Op. 219 (Larghetto), by Paul Signac, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the Concarneau. Calme du Matin. Op. 219 (Larghetto), by Paul Signac, in United States dollars?
Answer:

Question: What is the latest known price of the Concarneau",
"What is the latest known price of the No. 7, by Mark Rothko, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What is the latest known price of the No. 7, by Mark Rothko, in United States dollars?
Answer: 86.9

Question: What is the latest known price of",
"What was the year of publication of the literary work The Danube Pilot, by Jules Verne?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Danube Pilot, by Jules Verne?
Answer: 1890

Question: What was the year of publication of",
"What was the year of publication of the literary work The Village in the Treetops, by Jules Verne?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Village in the Treetops, by Jules Verne?
Answer: 1868

Question: What was the year of publication of",
"What was the year of publication of the literary work Mrs. Todd's Shortcut, by Stephen King?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Mrs. Todd's Shortcut, by Stephen King?
Answer: 1984

Question: What was the year of publication of",
"What was the year of publication of the literary work Microbes and Man, by John Postgate?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Microbes and Man, by John Postgate?
Answer: 1976

Question: What was the year of publication of",
"What was the year of publication of the literary work Escape!, by Isaac Asimov?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Escape!, by Isaac Asimov?
Answer: 1954

Question: What was the year of publication of",
"What was the year of publication of the literary work Harry Potter and the Deathly Hallows, by J. K. Rowling?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Harry Potter and the Deathly Hallows, by J. K. Rowling?
Answer: 2007

Question: What was the year of publication of",
"What was the year of publication of the literary work Baby’s Own Aesop, by Walter Crane?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Baby’s Own Aesop, by Walter Crane?
Answer: 1887

Question: What was the year of publication of",
"What was the year of publication of the literary work Blue Lantern, by Victor Pelevin?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Blue Lantern, by Victor Pelevin?
Answer: 1991

Question: What was the year of publication of",
"What was the year of publication of the literary work Reasons for not eating animal food, by Richard Phillips?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Reasons for not eating animal food, by Richard Phillips?
Answer: 1813

Question: What was the year of publication of",
"What was the year of publication of the literary work The Alchemist, by Paulo Coelho?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Alchemist, by Paulo Coelho?
Answer: 1988

Question: What was the year of publication of",
"What was the year of publication of the literary work Riding the Bullet, by Stephen King?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Riding the Bullet, by Stephen King?
Answer: 2000

Question: What was the year of publication of",
"What was the year of publication of the literary work Prince Caspian, by C. S. Lewis?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Prince Caspian, by C. S. Lewis?
Answer: 1951

Question: What was the year of publication of",
"What was the year of publication of the literary work Katuri, by Kwon Jeong-saeng?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Katuri, by Kwon Jeong-saeng?
Answer: 1978

Question: What was the year of publication of",
"What was the year of publication of the literary work After the Ball, by Marshall Kirk?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work After the Ball, by Marshall Kirk?
Answer: 1990

Question: What was the year of publication of",
"What was the year of publication of the literary work The Ugly Swans, by Arkady and Boris Strugatsky?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Ugly Swans, by Arkady and Boris Strugatsky?
Answer: 1967

Question: What was the year of publication of",
"What was the year of publication of the literary work Bildotabuloj por la instruado de Esperanto, by Thora Goldschmidt?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Bildotabuloj por la instruado de Esperanto, by Thora Goldschmidt?
Answer: 1907

Question: What was the year of publication of",
"What was the year of publication of the literary work Segregationist, by Isaac Asimov?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Segregationist, by Isaac Asimov?
Answer: 1957

Question: What was the year of publication of",
"What was the year of publication of the literary work The Sound and the Fury, by William Faulkner?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Sound and the Fury, by William Faulkner?
Answer: 1929

Question: What was the year of publication of",
"What was the year of publication of the literary work Parasite Eve, by Hideaki Sena?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Parasite Eve, by Hideaki Sena?
Answer: 1995

Question: What was the year of publication of",
"What was the year of publication of the literary work Systema Mycologicum, by Elias Magnus Fries?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Systema Mycologicum, by Elias Magnus Fries?
Answer: 1821

Question: What was the year of publication of",
"What was the year of publication of the literary work Dongui Suse Bowon, by Yi Je-ma?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Dongui Suse Bowon, by Yi Je-ma?
Answer: 1613

Question: What was the year of publication of",
